[12:18:21] [User Authenticator #5/INFO]: UUID of player josephpalmercouk is 87dea0fb-d2fb-4a3e-b941-9c7be77a13a2
[12:18:21] [Server thread/INFO]: josephpalmercouk joined the game
[12:22:23] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:23] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:23] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:23] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:24] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:24] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:25] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:25] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:25] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:25] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:25] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:25] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:25] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:25] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:25] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:25] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:26] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:26] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:26] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:26] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:26] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:26] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:26] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:26] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:26] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:26] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:26] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:26] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:26] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:26] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:26] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:26] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:27] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:27] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:28] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:28] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:28] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:28] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:28] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:28] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:28] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:28] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:28] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:28] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:28] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:28] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:29] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:31] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:31] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:31] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:31] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:31] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:31] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:31] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:31] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:31] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:31] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:32] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:32] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:32] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:32] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:32] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:32] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:33] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:33] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:33] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:33] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:33] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:33] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:33] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:33] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:33] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:33] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:33] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:33] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:33] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:33] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:34] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:34] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:34] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:34] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:34] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:34] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:34] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:34] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:34] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:34] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:35] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:35] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:35] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:35] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:35] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:35] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:35] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:35] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:35] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:35] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:36] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:36] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:36] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:36] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:36] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:36] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:38] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:38] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:38] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:38] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:38] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:38] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:38] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:38] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:40] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:40] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:40] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:40] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:40] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:40] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:40] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:40] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:40] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:40] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:41] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:41] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:41] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:41] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:41] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:41] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:41] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:41] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:43] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:43] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:43] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:43] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:43] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:43] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:43] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:43] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:44] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:44] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:44] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:44] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:44] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:44] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:46] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:46] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:22:49] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:22:49] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:01] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:01] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:02] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:02] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:03] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:03] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:11] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:11] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
